GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
FUN0_004095	scaffold_3:1918814-1919618	-	213	RNA polymerase II subunit A C-terminal domain phosphatase, variant 2		ENOG503NZ1A									GO:0005634 nucleus; GO:0004721 phosphoprotein phosphatase activity; GO:0006397 mRNA processing		
FUN0_004096	scaffold_3:1919967-1921694	+	539	hypothetical protein		ENOG503PA3W									GO:0005515 protein binding		
FUN0_004097	scaffold_3:1922085-1923380	+	392	hypothetical protein		ENOG503NTVW											
FUN0_004098	scaffold_3:1923511-1924708	-	285	Tlg2-vesicle protein		ENOG503NVCI											
FUN0_004099	scaffold_3:1924914-1926339	+	375	hypothetical protein		ENOG503Q51M											
FUN0_004100	scaffold_3:1926636-1929865	-	865	hypothetical protein		ENOG503PAJF									GO:0008270 zinc ion binding; GO:0000981 DNA-binding transcription factor activity, RNA polymerase II-specific; GO:0003677 DNA binding; GO:0006351 DNA-templated transcription; GO:0006355 regulation of DNA-templated transcription		
FUN0_004101	scaffold_3:1930864-1934317	-	949	beta transducin		ENOG503NWQD									GO:0005515 protein binding		
FUN0_004102	scaffold_3:1934592-1936377	+	476	hypothetical protein		ENOG503NWB8									GO:0008270 zinc ion binding; GO:0004177 aminopeptidase activity; GO:0006508 proteolysis		
FUN0_004103	scaffold_3:1936447-1937704	-	308	snoRNA-binding rRNA-processing protein imp4		ENOG503NUMM									GO:0019843 rRNA binding; GO:0042134 rRNA primary transcript binding; GO:0006364 rRNA processing		
FUN0_004104	scaffold_3:1937958-1939299	-	363	Ribonucleotide-diphosphate reductase (RNR), small subunit		ENOG503NW0V									GO:0016491 oxidoreductase activity; GO:0009263 deoxyribonucleotide biosynthetic process		
FUN0_004105	scaffold_3:1939580-1941230	+	462	Ribonucleotide-diphosphate reductase (RNR), small subunit		ENOG503NW0V									GO:0016491 oxidoreductase activity; GO:0009263 deoxyribonucleotide biosynthetic process		
FUN0_004106	scaffold_3:1944106-1944451	+	114	hypothetical protein													
FUN0_004107	scaffold_3:1945773-1948227	-	547	hypothetical protein		ENOG503NU3S									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_004108	scaffold_3:1949519-1951690	+	539	glycosyl transferase		ENOG503NTZF									GO:0005783 endoplasmic reticulum; GO:0016758 hexosyltransferase activity; GO:0042283 dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity; GO:0006490 oligosaccharide-lipid intermediate biosynthetic process		
FUN0_004109	scaffold_3:1953832-1955585	+	548	hypothetical protein		ENOG503Q3Q0											
FUN0_004110	scaffold_3:1956894-1957804	-	227	t-SNARE VTI1		ENOG503NWBQ									GO:0016020 membrane; GO:0016192 vesicle-mediated transport; GO:0006886 intracellular protein transport		
FUN0_004111	scaffold_3:1957977-1959046	+	271	hypothetical protein		ENOG503NUT3									GO:0016020 membrane		
FUN0_004112	scaffold_3:1959336-1960191	-	190	Calcium-binding protein NCS-1		ENOG503NWK4									GO:0005509 calcium ion binding		
FUN0_004113	scaffold_3:1961336-1962263	+	308	hypothetical protein		ENOG503PJFJ											
FUN0_004114	scaffold_3:1962597-1964135	+	458	Phosphatidylinositol 3,5-bisphosphate-binding protein		ENOG503NUJF									GO:0005515 protein binding		
FUN0_004115	scaffold_3:1964403-1966231	+	425	Arginyl-tRNA--protein transferase 1		ENOG503NX69									GO:0004057 arginyltransferase activity; GO:0016598 protein arginylation		
FUN0_004116	scaffold_3:1966584-1967396	+	201	hypothetical protein		ENOG503P57W									GO:0042720 mitochondrial inner membrane peptidase complex; GO:0016020 membrane; GO:0008236 serine-type peptidase activity; GO:0004252 serine-type endopeptidase activity; GO:0006508 proteolysis; GO:0006465 signal peptide processing; GO:0006627 protein processing involved in protein targeting to mitochondrion		
FUN0_004117	scaffold_3:1967469-1968201	-	176	hypothetical protein		ENOG503NV25									GO:0016021 membrane; GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_004118	scaffold_3:1968450-1968892	-	111	hypothetical protein		ENOG503NV25									GO:0016021 membrane; GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_004119	scaffold_3:1969142-1969966	-	196	hypothetical protein		ENOG503NV25									GO:0016021 membrane; GO:0016020 membrane; GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_004120	scaffold_3:1970505-1972025	+	333	Putative steryl acetyl hydrolase mug81		ENOG503NYFN									GO:0005524 ATP binding; GO:0003676 nucleic acid binding		
FUN0_004121	scaffold_3:1972190-1973511	+	334	Putative steryl acetyl hydrolase mug81		ENOG503NYFN									GO:0005524 ATP binding; GO:0003676 nucleic acid binding		
FUN0_004122	scaffold_3:1973742-1976471	+	855	Putative steryl acetyl hydrolase mug81		ENOG503NYFN									GO:0005524 ATP binding; GO:0003676 nucleic acid binding		
FUN0_004123	scaffold_3:1976536-1978280	-	439	arylformamidase		ENOG503NVUU									GO:0030170 pyridoxal phosphate binding; GO:0003824 catalytic activity; GO:0009058 biosynthetic process		
FUN0_004124	scaffold_3:1979071-1982699	+	963	hypothetical protein		ENOG503NYWB									GO:0005515 protein binding; GO:0046872 metal ion binding		
FUN0_004125	scaffold_3:1982858-1983882	-	305	hypothetical protein		ENOG503PD7E											
FUN0_004126	scaffold_3:1984098-1985224	-	341	hypothetical protein		ENOG503Q3CD									GO:0004866 endopeptidase inhibitor activity; GO:0070628 proteasome binding; GO:0043161 proteasome-mediated ubiquitin-dependent protein catabolic process		
FUN0_004127	scaffold_3:1985401-1988999	+	1066	pre-mRNA processing RNA-helicase		ENOG503NV3J									GO:0005524 ATP binding; GO:0003676 nucleic acid binding; GO:0003724 RNA helicase activity		
FUN0_004127	scaffold_3:1985872-1988999	+	909	pre-mRNA processing RNA-helicase, variant 3		ENOG503NV3J									GO:0005524 ATP binding; GO:0003676 nucleic acid binding; GO:0003724 RNA helicase activity		
FUN0_004127	scaffold_3:1985931-1988999	+	911	pre-mRNA processing RNA-helicase, variant 2		ENOG503NV3J									GO:0005524 ATP binding; GO:0003676 nucleic acid binding; GO:0003724 RNA helicase activity		
FUN0_004128	scaffold_3:1989317-1991384	-	531	FG-nucleoporin nsp1		ENOG503NWME									GO:0005643 nuclear pore; GO:0017056 structural constituent of nuclear pore		
FUN0_004129	scaffold_3:1991558-1993307	+	444	hypothetical protein		ENOG503PD7S											
FUN0_004129	scaffold_3:1991777-1993307	+	389	hypothetical protein		ENOG503PD7S											
FUN0_004130	scaffold_3:1993400-1996489	-	891	hypothetical protein		ENOG503NWUR									GO:0005515 protein binding; GO:0017056 structural constituent of nuclear pore; GO:0000056 ribosomal small subunit export from nucleus; GO:0006913 nucleocytoplasmic transport; GO:0000055 ribosomal large subunit export from nucleus		
FUN0_004131	scaffold_3:1996533-1997593	+	247	Putative proteasome subunit alpha type-7		ENOG503NU0E									GO:0005839 proteasome core complex; GO:0019773 proteasome core complex, alpha-subunit complex; GO:0006511 ubiquitin-dependent protein catabolic process; GO:0051603 proteolysis involved in protein catabolic process		
FUN0_004132	scaffold_3:1997681-1998723	-	265	regulatory particle non-ATPase		ENOG503NXSX									GO:0005838 proteasome regulatory particle; GO:0006508 proteolysis		
FUN0_004133	scaffold_3:1998851-1999842	+	237	Proteasome subunit beta type-1		ENOG503NVT2									GO:0005839 proteasome core complex; GO:0004298 threonine-type endopeptidase activity; GO:0051603 proteolysis involved in protein catabolic process		
FUN0_004134	scaffold_3:1999931-2001414	-	443	hypothetical protein		ENOG503P9TY											
FUN0_004134	scaffold_3:1999931-2001030	-	332	hypothetical protein		ENOG503P9TY											
FUN0_004134	scaffold_3:1999931-2000955	-	323	hypothetical protein		ENOG503P9TY											
FUN0_004135	scaffold_3:2001589-2003264	+	467	hypothetical protein		ENOG503NW39									GO:0000166 nucleotide binding		
FUN0_004135	scaffold_3:2002008-2003264	+	348	hypothetical protein		ENOG503NW39									GO:0000166 nucleotide binding		
FUN0_004136	scaffold_3:2004059-2005049	+	329	hypothetical protein		ENOG503PCAM											
FUN0_004137	scaffold_3:2005386-2005892	-	148	hypothetical protein		ENOG503PJN6									GO:0008234 cysteine-type peptidase activity; GO:0006508 proteolysis		
FUN0_004138	scaffold_3:2005950-2006322	-	123	hypothetical protein													
FUN0_004139	scaffold_3:2006390-2006831	-	146	hypothetical protein													
FUN0_004140	scaffold_3:2009757-2011717	-	598	hypothetical protein		ENOG503P7GQ											
FUN0_004141	scaffold_3:2013507-2015430	+	477	hypothetical protein		ENOG503P01Q									GO:0046872 metal ion binding		
FUN0_004141	scaffold_3:2013830-2015430	+	406	hypothetical protein		ENOG503P01Q									GO:0046872 metal ion binding		
FUN0_004142	scaffold_3:2015952-2017258	+	328	hypothetical protein		ENOG503P01Q											
FUN0_004143	scaffold_3:2018283-2019267	+	200	rho GDP dissociation inhibitor		ENOG503NZGF									GO:0005737 cytoplasm; GO:0005094 Rho GDP-dissociation inhibitor activity		
FUN0_004144	scaffold_3:2019753-2021139	+	371	Para-hydroxybenzoate--polyprenyltransferase, mitochondrial precursor (PHB:polyprenyltransferase)		ENOG503NXJY									GO:0016021 membrane; GO:0004659 prenyltransferase activity; GO:0016765 transferase activity, transferring alkyl or aryl (other than methyl) groups		
FUN0_004145	scaffold_3:2021693-2023952	+	649	hypothetical protein		ENOG503NY5G											
FUN0_004146	scaffold_3:2024265-2024898	-	158	DNA-directed RNA polymerases I, II, and III subunit RPABC3		ENOG503P46H									GO:0006351 DNA-templated transcription		
FUN0_004147	scaffold_3:2025109-2026346	+	334	NineTeen Complex (NTC) component		ENOG503NWY7									GO:0000350 generation of catalytic spliceosome for second transesterification step		
FUN0_004148	scaffold_3:2027418-2029208	+	380	hypothetical protein		ENOG503PEET											
FUN0_004149	scaffold_3:2030366-2032362	+	420	hypothetical protein		ENOG503NUF0									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_004150	scaffold_3:2032704-2034138	-	409	hypothetical protein		ENOG503PET4											
FUN0_004151	scaffold_3:2034645-2036237	-	509	hypothetical protein		ENOG503NU9Z									GO:0005952 cAMP-dependent protein kinase complex; GO:0008603 cAMP-dependent protein kinase regulator activity; GO:0001932 regulation of protein phosphorylation		
FUN0_004152	scaffold_3:2036918-2038528	-	438	negative regulator of the PHO system		ENOG503NVF8									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_004152	scaffold_3:2036918-2038228	-	386	negative regulator of the PHO system, variant 2		ENOG503NVF8									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_004153	scaffold_3:2038908-2040137	+	371	Small subunit (SSU) processome component		ENOG503NWZN											
FUN0_004154	scaffold_3:2040277-2042046	-	554	hypothetical protein		ENOG503PBC4									GO:0005515 protein binding		
FUN0_004155	scaffold_3:2042568-2043818	-	327	mitogen-activated protein kinase kinase kinase		ENOG503NVHJ									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_004156	scaffold_3:2044432-2045820	-	390	hypothetical protein		ENOG503NWJK									GO:0000166 nucleotide binding		
FUN0_004157	scaffold_3:2046092-2048298	+	580	hypothetical protein		ENOG503NVPZ									GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds; GO:0005975 carbohydrate metabolic process		
FUN0_004158	scaffold_3:2048722-2049166	-	147	hypothetical protein													
FUN0_004159	scaffold_3:2049264-2050188	-	275	hypothetical protein		ENOG503NU0C											
FUN0_004160	scaffold_3:2050228-2051281	-	285	hypothetical protein		ENOG503NU0C											
FUN0_004161	scaffold_3:2051319-2051560	-	63	hypothetical protein													
FUN0_004162	scaffold_3:2051979-2055260	-	1057	sulfite reductase [NADPH] flavoprotein component		ENOG503NUWR									GO:0003824 catalytic activity; GO:0016491 oxidoreductase activity		
FUN0_004163	scaffold_3:2055944-2056995	-	219	hypothetical protein		ENOG503NZFN											
FUN0_004164	scaffold_3:2057899-2059349	-	396	25S rRNA (adenine645-N1)-methyltransferase, variant 2		ENOG503NYW7									GO:0008168 methyltransferase activity		
FUN0_004164	scaffold_3:2057983-2059349	-	388	25S rRNA (adenine645-N1)-methyltransferase		ENOG503NYW7									GO:0008168 methyltransferase activity		
FUN0_004164	scaffold_3:2058281-2059349	-	323	25S rRNA (adenine645-N1)-methyltransferase, variant 3		ENOG503NYW7									GO:0008168 methyltransferase activity		
FUN0_004165	scaffold_3:2059809-2062193	+	597	hypothetical protein		ENOG503NXGY											
FUN0_004165	scaffold_3:2059809-2061988	+	545	hypothetical protein		ENOG503NXGY											
FUN0_004166	scaffold_3:2062755-2065181	-	623	MAPK-activated protein kinase Srk1		ENOG503NUAK									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_004167	scaffold_3:2065446-2067435	-	577	hypothetical protein		ENOG503NWMB									GO:0016021 membrane; GO:0015095 magnesium ion transmembrane transporter activity; GO:0015693 magnesium ion transport		
FUN0_004168	scaffold_3:2067921-2069703	+	421	vesicle formation at the endoplasmic reticulum		ENOG503NVXM									GO:0005515 protein binding; GO:0005085 guanyl-nucleotide exchange factor activity		
FUN0_004168	scaffold_3:2068139-2069703	+	366	vesicle formation at the endoplasmic reticulum, variant 2		ENOG503NVXM									GO:0005515 protein binding; GO:0005085 guanyl-nucleotide exchange factor activity		
FUN0_004169	scaffold_3:2069856-2070705	-	264	Transcription initiation factor TFIID subunit 9		ENOG503P2T1									GO:0046982 protein heterodimerization activity; GO:0006352 DNA-templated transcription initiation		
FUN0_004170	scaffold_3:2071187-2071925	+	187	iron-binding protein		ENOG503P2QP									GO:0051536 iron-sulfur cluster binding; GO:0005506 iron ion binding; GO:0016226 iron-sulfur cluster assembly		
FUN0_004171	scaffold_3:2072186-2074274	-	538	U4/U6-U5 snRNP complex subunit prp31		ENOG503NWX2									GO:0046540 U4/U6 x U5 tri-snRNP complex; GO:0000398 mRNA splicing, via spliceosome; GO:0000244 spliceosomal tri-snRNP complex assembly		
FUN0_004172	scaffold_3:2075876-2077469	+	508	hypothetical protein		ENOG50											
FUN0_004172	scaffold_3:2076024-2077469	+	465	hypothetical protein		ENOG50											
FUN0_004172	scaffold_3:2076332-2077469	+	378	hypothetical protein		ENOG50											
FUN0_004173	scaffold_3:2079352-2079931	+	156	hypothetical protein		ENOG503Q542									GO:0016592 mediator complex; GO:0003712 transcription coregulator activity; GO:0006357 regulation of transcription by RNA polymerase II		
FUN0_004174	scaffold_3:2083309-2083953	-	153	hypothetical protein		ENOG503PDUF											
FUN0_004175	scaffold_3:2084126-2085627	+	410	hypothetical protein		ENOG503P68T									GO:0005779; GO:0016559 peroxisome fission		
FUN0_004176	scaffold_3:2085928-2086367	-	108	hypothetical protein		ENOG503P903											
FUN0_004177	scaffold_3:2088226-2089609	+	412	hypothetical protein		ENOG503P27J											
FUN0_004178	scaffold_3:2090993-2093052	-	598	hypothetical protein		ENOG503PF4Y									GO:0003700 DNA-binding transcription factor activity; GO:0043565 sequence-specific DNA binding; GO:0006355 regulation of DNA-templated transcription		
FUN0_004178	scaffold_3:2091080-2093052	-	575	hypothetical protein		ENOG503PF4Y									GO:0003700 DNA-binding transcription factor activity; GO:0043565 sequence-specific DNA binding; GO:0006355 regulation of DNA-templated transcription		
FUN0_004178	scaffold_3:2091095-2093052	-	591	hypothetical protein		ENOG503PF4Y									GO:0003700 DNA-binding transcription factor activity; GO:0043565 sequence-specific DNA binding; GO:0006355 regulation of DNA-templated transcription		
FUN0_004179	scaffold_3:2094467-2097255	-	662	serine/threonine protein kinase, AGC		ENOG503NUP7									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_004180	scaffold_3:2099929-2100665	+	169	hypothetical protein		ENOG503NUY9									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_004181	scaffold_3:2100794-2102641	+	392	hypothetical protein		ENOG503NUY9									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_004182	scaffold_3:2103407-2103767	+	100	40S ribosomal protein mrp2, mitochondrial		ENOG503P4CP									GO:0005840 ribosome; GO:0003735 structural constituent of ribosome; GO:0006412 translation		
FUN0_004183	scaffold_3:2103980-2105858	-	464	hypothetical protein		ENOG503P49T									GO:0003700 DNA-binding transcription factor activity; GO:0006355 regulation of DNA-templated transcription		
FUN0_004184	scaffold_3:2107183-2107483	+	99	hypothetical protein													
